symbol,quote_symbol,name,country,is_bist,is_nasdaq,is_sp500,is_tefas,universe_tags
GEREL,GEREL.IS,GERSAN ELEKTRİK TİCARET VE SANAYİ A.Ş.,TR,True,False,False,False,BIST
GESAN,GESAN.IS,GİRİŞİM ELEKTRİK SANAYİ TAAHHÜT VE TİCARET A.Ş.,TR,True,False,False,False,BIST
GEZ,GEZ,GARANTİ PORTFÖY ERN SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GFB,GFB,GARANTİ PORTFÖY MISIRLI SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GFD,GFD,GARANTİ PORTFÖY BAL SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GFI,GFI,GARANTİ PORTFÖY YKT SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GFL,GFL,GARANTİ PORTFÖY MİA SERBEST ÖZEL FON,TR,False,False,False,True,TEFAS
GFN,GFN,GARANTİ PORTFÖY DAPEİ SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GFY,GFY,GARANTİ PORTFÖY OL SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GGA,GGA,GARANTİ PORTFÖY YEDİNCİ SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GGC,GGC,AK PORTFÖY KIYI HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GGD,GGD,GARANTİ PORTFÖY SEKİZİNCİ SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GGK,GGK,INVEO PORTFÖY ALTIN FON,TR,False,False,False,True,TEFAS
GGM,GGM,GARANTİ PORTFÖY GMS SERBEST ÖZEL FON,TR,False,False,False,True,TEFAS
GGN,GGN,GARANTİ PORTFÖY AYDOĞAN SERBEST(DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GGP,GGP,GARANTİ PORTFÖY ALTINCI SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GGR,GGR,GARANTİ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GHS,GHS,GARANTİ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GID,GID,GARANTİ PORTFÖY İNŞAAT SEKTÖRÜ DEĞİŞKEN FON,TR,False,False,False,True,TEFAS
GIE,GIE,GARANTİ PORTFÖY GARANTİ BBVA İKLİM ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GIH,GIH,ALLBATROSS PORTFÖY GIDA VE İÇECEK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GIPTA,GIPTA.IS,GIPTA OFİS KIRTASİYE VE PROMOSYON ÜRÜNLERİ İMALAT SANAYİ A.Ş.,TR,True,False,False,False,BIST
GJA,GJA,GARANTİ PORTFÖY ONYEDİNCİ SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GJB,GJB,INVEO PORTFÖY BİRİNCİ FON SEPETİ FONU,TR,False,False,False,True,TEFAS
GJD,GJD,GARANTİ PORTFÖY ORTAS SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GJE,GJE,GARANTİ PORTFÖY ECZ SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GJF,GJF,GARANTİ PORTFÖY BEREKET SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GJH,GJH,GARANTİ PORTFÖY PARA PİYASASI SERBEST (TL) FON,TR,False,False,False,True,TEFAS
GJM,GJM,GLOBAL MD PORTFÖY ADA SERBEST FON,TR,False,False,False,True,TEFAS
GJO,GJO,GARANTİ PORTFÖY ONALTINCI SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GKE,GKE,GARANTİ PORTFÖY KAR PAYI ÖDEYEN EKİM 2025 SERBEST (DÖVİZ) FON,TR,False,False,False,True,TEFAS
GKF,GKF,GLOBAL MD PORTFÖY KATILIM FONU,TR,False,False,False,True,TEFAS
GKG,GKG,GARANTİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GKH,GKH,GARANTİ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON,TR,False,False,False,True,TEFAS
GKK,GKK,GARANTİ PORTFÖY ONDÖRDÜNCÜ SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GKL,GKL,GARANTİ PORTFÖY YF HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GKM,GKM,GARANTİ PORTFÖY KAR PAYI ÖDEYEN EKİM 2026 SERBEST (DÖVİZ) FON,TR,False,False,False,True,TEFAS
GKO,GKO,GARANTİ PORTFÖY KAR PAYI ÖDEYEN OCAK 2026 SERBEST (DÖVİZ) FON,TR,False,False,False,True,TEFAS
GKV,GKV,GARANTİ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GL1,GL1,AZİMUT PYŞ BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GLBMD,GLBMD.IS,GLOBAL MENKUL DEĞERLER A.Ş.,TR,True,False,False,False,BIST
GLC,GLC,AKTİF PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,TR,False,False,False,True,TEFAS
GLCVY,GLCVY.IS,GELECEK VARLIK YÖNETİMİ A.Ş.,TR,True,False,False,False,BIST
GLG,GLG,AKTİF PORTFÖY CAPİTAL HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GLM,GLM,ATLAS PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,TR,False,False,False,True,TEFAS
GLP,GLP,GARANTİ PORTFÖY PRUVA SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GLRYH,GLRYH.IS,GÜLER YATIRIM HOLDİNG A.Ş.,TR,True,False,False,False,BIST
GLS,GLS,AZİMUT PORTFÖY KİRA SERTİFİKALARI (SUKUK) KATILIM FONU,TR,False,False,False,True,TEFAS
GLV,GLV,GLOBAL MD PORTFÖY NEHİR SERBEST FON,TR,False,False,False,True,TEFAS
GLYHO,GLYHO.IS,GLOBAL YATIRIM HOLDİNG A.Ş.,TR,True,False,False,False,BIST
GMA,GMA,AZİMUT PORTFÖY BİRİNCİ DEĞİŞKEN FON,TR,False,False,False,True,TEFAS
GMC,GMC,TEB PORTFÖY GÜMÜŞ FON SEPETİ FONU,TR,False,False,False,True,TEFAS
GMD,GMD,GLOBAL MD PORTFÖY BİRİNCİ FON SEPETİ FONU,TR,False,False,False,True,TEFAS
GME,GME,İŞ PORTFÖY EGE SERBEST ÖZEL FON,TR,False,False,False,True,TEFAS
GMI,GMI,AK PORTFÖY GÜMÜŞ SERBEST FON,TR,False,False,False,True,TEFAS
GMM,GMM,GARANTİ PORTFÖY KAR PAYI ÖDEYEN MART 2027 SERBEST (DÖVİZ) FON,TR,False,False,False,True,TEFAS
GMN,GMN,GLOBAL MD PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,TR,False,False,False,True,TEFAS
GMO,GMO,AZİMUT PORTFÖY G MOBİLİTE HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GMP,GMP,GARANTİ PORTFÖY GM SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GMR,GMR,INVEO PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GMTAS,GMTAS.IS,GİMAT MAĞAZACILIK SANAYİ VE TİCARET A.Ş.,TR,True,False,False,False,BIST
GMV,GMV,GARANTİ PORTFÖY OCAK 2026 SERBEST (DÖVİZ-ABD DOLARI) FON,TR,False,False,False,True,TEFAS
GMZ,GMZ,İŞ PORTFÖY MZ SERBEST ÖZEL FON,TR,False,False,False,True,TEFAS
GNH,GNH,GLOBAL MD PORTFÖY ALGORİTMİK MODEL HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GNK,GNK,AZİMUT PORTFÖY SARPAY SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GNL,GNL,GARANTİ PORTFÖY UNL SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GNP,GNP,GARANTİ PORTFÖY NEMA PARA PİYASASI (TL) FONU,TR,False,False,False,True,TEFAS
GNS,GNS,GARANTİ PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GNZ,GNZ,AK PORTFÖY ING Z KUŞAĞI FON SEPETİ ÖZEL FONU,TR,False,False,False,True,TEFAS
GO1,GO1,ONE PORTFÖY BİRİNCİ FON SEPETİ FONU,TR,False,False,False,True,TEFAS
GO2,GO2,ONE PORTFÖY KATILIM FON SEPETİ FONU,TR,False,False,False,True,TEFAS
GO3,GO3,ONE PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,TR,False,False,False,True,TEFAS
GO4,GO4,ONE PORTFÖY DÖRDÜNCÜ FON SEPETİ FONU,TR,False,False,False,True,TEFAS
GO6,GO6,ONE PORTFÖY PARA PİYASASI (TL) FONU,TR,False,False,False,True,TEFAS
GO9,GO9,ONE PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GOF,GOF,GARANTİ PORTFÖY OTUZİKİNCİ SERBEST (DÖVİZ) FON,TR,False,False,False,True,TEFAS
GOH,GOH,GARANTİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GOKNR,GOKNR.IS,GÖKNUR GIDA MADDELERİ ENERJİ İMALAT İTHALAT İHRACAT TİCARET VE SANAYİ A.Ş.,TR,True,False,False,False,BIST
GOL,GOL,GARANTİ PORTFÖY ALTIN KATILIM FONU,TR,False,False,False,True,TEFAS
GOLTS,GOLTS.IS,GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş.,TR,True,False,False,False,BIST
GOODY,GOODY.IS,GOODYEAR LASTİKLERİ T.A.Ş.,TR,True,False,False,False,BIST
GOP,GOP,GOLDEN GLOBAL PORTFÖY PARA PİYASASI KATILIM FONU,TR,False,False,False,True,TEFAS
GOZDE,GOZDE.IS,GÖZDE GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,TR,True,False,False,False,BIST
GP1,GP1,AZİMUT PORTFÖY AEB SERBEST (TL) ÖZEL FON,TR,False,False,False,True,TEFAS
GP3,GP3,GARANTİ PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ-AVRO) FON,TR,False,False,False,True,TEFAS
GPA,GPA,GARANTİ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU,TR,False,False,False,True,TEFAS
GPB,GPB,GARANTİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,TR,False,False,False,True,TEFAS
GPC,GPC,GARANTİ PORTFÖY İKİNCİ SERBEST ( DÖVİZ ) FON,TR,False,False,False,True,TEFAS
GPF,GPF,GARANTİ PORTFÖY ÇOKLU VARLIK KATILIM FONU,TR,False,False,False,True,TEFAS
GPG,GPG,INVEO PORTFÖY BİRİNCİ DEĞİŞKEN FON,TR,False,False,False,True,TEFAS
GPH,GPH,GARANTİ PORTFÖY ONSEKİZİNCİ SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GPI,GPI,GARANTİ PORTFÖY İKİNCİ DEĞİŞKEN FON,TR,False,False,False,True,TEFAS
GPJ,GPJ,GARANTİ PORTFÖY PORTAKAL SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GPL,GPL,GARANTİ PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,TR,False,False,False,True,TEFAS
GPM,GPM,GARANTİ PORTFÖY MİB SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GPN,GPN,GARANTİ PORTFÖY PARA PİYASASI KATILIM (TL) FONU,TR,False,False,False,True,TEFAS
GPT,GPT,AKTİF PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,TR,False,False,False,True,TEFAS
GPU,GPU,GARANTİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON,TR,False,False,False,True,TEFAS
GPV,GPV,YAPI KREDİ PORTFÖY URLA SERBEST (DÖVİZ-AVRO) ÖZEL FON,TR,False,False,False,True,TEFAS
GPZ,GPZ,GARANTİ PORTFÖY ÜÇÜNCÜ PARA PİYASASI FONU,TR,False,False,False,True,TEFAS
GRL,GRL,QNB PORTFÖY AGRESİF SERBEST FON,TR,False,False,False,True,TEFAS
GRNYO,GRNYO.IS,GARANTİ YATIRIM ORTAKLIĞI A.Ş.,TR,True,False,False,False,BIST
GRO,GRO,GARANTİ PORTFÖY OTUZUNCU SERBEST (DÖVİZ) FON,TR,False,False,False,True,TEFAS
GRSEL,GRSEL.IS,GÜR-SEL TURİZM TAŞIMACILIK VE SERVİS TİCARET A.Ş.,TR,True,False,False,False,BIST
GRT,GRT,GARANTİ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GRTRK,GRTRK.IS,GRAINTURK TARIM A.Ş.,TR,True,False,False,False,BIST
GSDDE,GSDDE.IS,GSD DENİZCİLİK GAYRİMENKUL İNŞAAT SANAYİ VE TİCARET A.Ş.,TR,True,False,False,False,BIST
GSDHO,GSDHO.IS,GSD HOLDİNG A.Ş.,TR,True,False,False,False,BIST
GSE,GSE,AZİMUT PORTFÖY 7.0 SERBEST (DÖVİZ) FON,TR,False,False,False,True,TEFAS
GSG,GSG,AZİMUT PORTFÖY GÜREL SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GSL,GSL,AZİMUT PORTFÖY GIPTA SERBEST ÖZEL FON,TR,False,False,False,True,TEFAS
GSO,GSO,GARANTİ PORTFÖY ÖPY SERBEST ÖZEL FON,TR,False,False,False,True,TEFAS
GSP,GSP,AZİMUT PYŞ KAR PAYI ÖDEYEN HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GSR,GSR,GARANTİ PORTFÖY EGL SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GSU,GSU,GARANTİ PORTFÖY KAR PAYI ÖDEYEN ŞUBAT 2026 SERBEST (DÖVİZ) FON,TR,False,False,False,True,TEFAS
GTA,GTA,GARANTİ PORTFÖY ALTIN FONU,TR,False,False,False,True,TEFAS
GTF,GTF,AZİMUT PYŞ BİRİNCİ BORÇLANMA ARAÇLARI FONU,TR,False,False,False,True,TEFAS
GTH,GTH,GARANTİ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GTK,GTK,GARANTİ PORTFÖY KAMU BORÇLANMA ARAÇLARI ÖZEL FONU,TR,False,False,False,True,TEFAS
GTL,GTL,GARANTİ PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,TR,False,False,False,True,TEFAS
GTM,GTM,GARANTİ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GTN,GTN,GARANTİ PORTFÖY GTH SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GTY,GTY,GARANTİ PORTFÖY TREND SERBEST FON,TR,False,False,False,True,TEFAS
GTZ,GTZ,GARANTİ PORTFÖY GÜMÜŞ FON SEPETİ FONU,TR,False,False,False,True,TEFAS
GUA,GUA,GARANTİ PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI ÖZEL FON,TR,False,False,False,True,TEFAS
GUB,GUB,GARANTİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,TR,False,False,False,True,TEFAS
GUBRF,GUBRF.IS,GÜBRE FABRİKALARI T.A.Ş.,TR,True,False,False,False,BIST
GUC,GUC,GARANTİ PORTFÖY ÜÇÜNCÜ PARA PİYASASI SERBEST (TL) ÖZEL FON,TR,False,False,False,True,TEFAS
GUH,GUH,GARANTİ PORTFÖY YABANCI TEKNOLOJİ HİSSE SENEDİ FONU,TR,False,False,False,True,TEFAS
GUK,GUK,GARANTİ PORTFÖY GÜMÜŞ KATILIM SERBEST FON,TR,False,False,False,True,TEFAS
GUM,GUM,AK PORTFÖY GÜMÜŞ FON SEPETI FONU,TR,False,False,False,True,TEFAS
GUV,GUV,GARANTİ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,TR,False,False,False,True,TEFAS
GVA,GVA,GARANTİ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇLAR DEĞİŞKEN FON,TR,False,False,False,True,TEFAS
GVB,GVB,GARANTİ PORTFÖY ACE SERBEST (DÖVİZ-ABD DOLARI) ÖZEL FON,TR,False,False,False,True,TEFAS
GVC,GVC,GARANTİ PORTFÖY ERG SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GVD,GVD,GARANTİ PORTFÖY KARABAĞLI SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GVI,GVI,GARANTİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,TR,False,False,False,True,TEFAS
GVL,GVL,GARANTİ PORTFÖY ZYT SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GVZ,GVZ,GARANTİ PORTFÖY ACE SERBEST (DÖVİZ-AVRO) ÖZEL FON,TR,False,False,False,True,TEFAS
GWIND,GWIND.IS,GALATA WIND ENERJİ A.Ş.,TR,True,False,False,False,BIST
GYC,GYC,GARANTİ PORTFÖY YİRMİBEŞİNCİ SERBEST ÖZEL FON,TR,False,False,False,True,TEFAS
GYG,GYG,GARANTİ PORTFÖY TEKOS SERBEST (DÖVİZ-AVRO) ÖZEL FON,TR,False,False,False,True,TEFAS
GYK,GYK,INVEO PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,TR,False,False,False,True,TEFAS
GYL,GYL,INVEO PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,TR,False,False,False,True,TEFAS
GYN,GYN,GARANTİ PORTFÖY HCR SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GYR,GYR,GARANTİ PORTFÖY TEKOS SERBEST (DÖVİZ-ABD DOLARI) ÖZEL FON,TR,False,False,False,True,TEFAS
GZB,GZB,GARANTİ PORTFÖY ÖPY İKİNCİ SERBEST ÖZEL FON,TR,False,False,False,True,TEFAS
GZD,GZD,GARANTİ PORTFÖY ONÜCÜNCÜ SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GZE,GZE,GARANTİ PORTFÖY EMTİA SERBEST FON,TR,False,False,False,True,TEFAS
GZG,GZG,GARANTİ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,TR,False,False,False,True,TEFAS
GZH,GZH,GARANTİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FON,TR,False,False,False,True,TEFAS
GZJ,GZJ,GARANTİ PORTFÖY İKİNCİ FON SEPETİ FONU,TR,False,False,False,True,TEFAS
GZL,GZL,GARANTİ PORTFÖY TARIM VE GIDA SEKTÖRÜ DEĞİŞKEN FON,TR,False,False,False,True,TEFAS
GZM,GZM,GLOBAL MD PORTFÖY DURU SERBEST FON,TR,False,False,False,True,TEFAS
GZN,GZN,GLOBAL MD PORTFÖY BOĞAZİÇİ SERBEST FON,TR,False,False,False,True,TEFAS
GZNMI,GZNMI.IS,GEZİNOMİ SEYAHAT TURİZM TİCARET A.Ş.,TR,True,False,False,False,BIST
GZO,GZO,GARANTİ PORTFÖY ÖZM SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GZP,GZP,GARANTİ PORTFÖY BİRİNCİ FON SEPETİ FONU,TR,False,False,False,True,TEFAS
GZR,GZR,GARANTİ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
GZU,GZU,GARANTİ PORTFÖY EKE SERBEST (DÖVİZ) ÖZEL FON,TR,False,False,False,True,TEFAS
GZV,GZV,GARANTİ PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,TR,False,False,False,True,TEFAS
GZY,GZY,GARANTİ PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON,TR,False,False,False,True,TEFAS
GZZ,GZZ,GARANTİ PORTFÖY FİNANS SEKTÖRÜ DEĞİŞKEN FON,TR,False,False,False,True,TEFAS
HAE,HAE,HSBC PORTFÖY EKİM 2026 SERBEST (DÖVİZ) FON,TR,False,False,False,True,TEFAS
HAG,HAG,GARANTİ PORTFÖY EKİM 2026 SERBEST (DÖVİZ-ABD DOLARI) FON,TR,False,False,False,True,TEFAS
HALKB,HALKB.IS,TÜRKİYE HALK BANKASI A.Ş.,TR,True,False,False,False,BIST
HAM,HAM,HEDEF PORTFÖY ALTIN KATILIM FONU,TR,False,False,False,True,TEFAS
HAR,HAR,BV PORTFÖY HARMONY SERBEST FON,TR,False,False,False,True,TEFAS
HAT,HAT,HEDEF PORTFÖY ATLAS İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
HATEK,HATEK.IS,HATEKS HATAY TEKSTİL İŞLETMELERİ A.Ş.,TR,True,False,False,False,BIST
HATSN,HATSN.IS,HAT-SAN GEMİ İNŞAA BAKIM ONARIM DENİZ NAKLİYAT SANAYİ VE TİCARET A.Ş.,TR,True,False,False,False,BIST
HB1,HB1,ZİRAAT PORTFÖY HALKBANK SERBEST (DÖVİZ-AMERİKAN DOLARI) FON,TR,False,False,False,True,TEFAS
HB2,HB2,ZİRAAT PORTFÖY HALKBANK SERBEST (DÖVİZ-AVRO) FON,TR,False,False,False,True,TEFAS
HBF,HBF,HSBC PORTFÖY ALTIN FONU,TR,False,False,False,True,TEFAS
HBJ,HBJ,HAS PORTFÖY BİRİNCİ SERBEST FON,TR,False,False,False,True,TEFAS
HBN,HBN,HSBC PORTFÖY BİRİNCİ FON SEPETİ FONU,TR,False,False,False,True,TEFAS
HBU,HBU,HSBC PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
HBV,HBV,HEDEF PORTFÖY DORUK HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
HCV,HCV,HEDEF PORTFÖY ATAK ÇOKLU VARLIK KATILIM FONU,TR,False,False,False,True,TEFAS
HDA,HDA,HEDEF PORTFÖY DÖRDÜNCÜ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
HDE,HDE,HSBC PORTFÖY BEŞİNCİ SERBEST (DÖVİZ-AVRO) FON,TR,False,False,False,True,TEFAS
HDFGS,HDFGS.IS,HEDEF GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,TR,True,False,False,False,BIST
HDH,HDH,HEDEF PORTFÖY DOĞU HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
HDJ,HDJ,HEDEF PORTFÖY ARTI SERBEST (TL) FON,TR,False,False,False,True,TEFAS
HDK,HDK,HEDEF PORTFÖY VEGA İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
HDS,HDS,HEDEF PORTFÖY SERBEST (TL) FON,TR,False,False,False,True,TEFAS
HDV,HDV,HSBC PORTFÖY YEDİNCİ SERBEST (DÖVİZ-POUND) FON,TR,False,False,False,True,TEFAS
HEDEF,HEDEF.IS,HEDEF HOLDİNG A.Ş.,TR,True,False,False,False,BIST
HEH,HEH,HEDEF PORTFÖY ALGO EVEREST İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
HEKTS,HEKTS.IS,HEKTAŞ TİCARET T.A.Ş.,TR,True,False,False,False,BIST
HFA,HFA,HSBC PORTFÖY ALLİANZ SERBEST ÖZEL FON,TR,False,False,False,True,TEFAS
HFI,HFI,HEDEF PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
HFR,HFR,A1 CAPİTAL PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
HFV,HFV,HSBC PYŞ ÜÇÜNCÜ SERBEST (DÖVİZ) FON,TR,False,False,False,True,TEFAS
HFY,HFY,ALBARAKA PORTFÖY HAYAT FİNANS KISA VADELİ KATILIM SERBEST FON,TR,False,False,False,True,TEFAS
HGC,HGC,HSBC PORTFÖY MART 2027 SERBEST (DÖVİZ) FON,TR,False,False,False,True,TEFAS
HGH,HGH,HEDEF PORTFÖY GÜNEŞ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
HGJ,HGJ,HEDEF PORTFÖY GÜNEY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
HGM,HGM,HEDEF PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
HGR,HGR,HEDEF PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,TR,False,False,False,True,TEFAS
HGT,HGT,AZİMUT PORTFÖY 15.0 SERBEST (DÖVİZ) FON,TR,False,False,False,True,TEFAS
HGU,HGU,HSBC PORTFÖY GÜÇLÜ SERBEST ÖZEL FON,TR,False,False,False,True,TEFAS
HGV,HGV,HEDEF PORTFÖY BİRİNCİ SERBEST FON,TR,False,False,False,True,TEFAS
HIA,HIA,HEDEF PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,TR,False,False,False,True,TEFAS
HIF,HIF,HEDEF PORTFÖY İKİNCİ SERBEST FON,TR,False,False,False,True,TEFAS
HIH,HIH,GARANTİ PORTFÖY HOLDİNGLER VE İŞTİRAKLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TR,False,False,False,True,TEFAS
