symbol,quote_symbol,name,country,is_bist,is_nasdaq,is_sp500,is_tefas,universe_tags
AIFF,AIFF,"Firefly Neuroscience, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AIFU,AIFU,AIFU Inc. - Class A Ordinary Share,US,False,True,False,False,NASDAQ
AIG,AIG,American International Group,US,False,False,True,False,SP500
AIHS,AIHS,Senmiao Technology Limited - Common Stock,US,False,True,False,False,NASDAQ
AIIO,AIIO,Robo.ai Inc. - Class B Ordinary Shares,US,False,True,False,False,NASDAQ
AIMD,AIMD,"Ainos, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AIOS,AIOS,AIOS Tech Inc. - Class A Common Shares,US,False,True,False,False,NASDAQ
AIOT,AIOT,"PowerFleet, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AIP,AIP,"Arteris, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AIRE,AIRE,reAlpha Tech Corp. - Common Stock,US,False,True,False,False,NASDAQ
AIRG,AIRG,"Airgain, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AIRJ,AIRJ,AirJoule Technologies Corporation - Class A Common Stock,US,False,True,False,False,NASDAQ
AIRO,AIRO,"AIRO Group Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AIRS,AIRS,"AirSculpt Technologies, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AIRT,AIRT,"Air T, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AISP,AISP,"Airship AI Holdings, Inc - Class A Common Stock",US,False,True,False,False,NASDAQ
AIXC,AIXC,"AIxCrypto Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AIXI,AIXI,XIAO-I Corporation - American Depositary Shares,US,False,True,False,False,NASDAQ
AIZ,AIZ,Assurant,US,False,False,True,False,SP500
AJG,AJG,Arthur J. Gallagher & Co.,US,False,False,True,False,SP500
AKAM,AKAM,"Akamai Technologies, Inc. - Common Stock",US,False,True,True,False,NASDAQ;SP500
AKAN,AKAN,Akanda Corp. - Common Shares,US,False,True,False,False,NASDAQ
AKBA,AKBA,"Akebia Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AKTS,AKTS,"Aktis Oncology, Inc. - Common stock",US,False,True,False,False,NASDAQ
AKTX,AKTX,Akari Therapeutics Plc - American Depositary Shares,US,False,True,False,False,NASDAQ
ALAB,ALAB,"Astera Labs, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ALAR,ALAR,Alarum Technologies Ltd. - American Depositary Shares,US,False,True,False,False,NASDAQ
ALB,ALB,Albemarle Corporation,US,False,False,True,False,SP500
ALBT,ALBT,Avalon GloboCare Corp. - Common Stock,US,False,True,False,False,NASDAQ
ALCO,ALCO,"Alico, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ALCY,ALCY,Alchemy Investments Acquisition Corp 1 - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
ALDF,ALDF,Aldel Financial II Inc. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
ALDX,ALDX,"Aldeyra Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ALEC,ALEC,"Alector, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ALF,ALF,Centurion Acquisition Corp. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
ALGM,ALGM,"Allegro MicroSystems, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ALGN,ALGN,"Align Technology, Inc. - Common Stock",US,False,True,True,False,NASDAQ;SP500
ALGS,ALGS,"Aligos Therapeutics, Inc. - Common stock",US,False,True,False,False,NASDAQ
ALGT,ALGT,Allegiant Travel Company - Common Stock,US,False,True,False,False,NASDAQ
ALHC,ALHC,"Alignment Healthcare, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ALIS,ALIS,Calisa Acquisition Corp - Ordinary shares,US,False,True,False,False,NASDAQ
ALKS,ALKS,Alkermes plc - Ordinary Shares,US,False,True,False,False,NASDAQ
ALKT,ALKT,"Alkami Technology, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ALL,ALL,Allstate,US,False,False,True,False,SP500
ALLE,ALLE,Allegion,US,False,False,True,False,SP500
ALLO,ALLO,"Allogene Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ALLR,ALLR,"Allarity Therapeutics, Inc. - Common stock",US,False,True,False,False,NASDAQ
ALLT,ALLT,Allot Ltd. - Ordinary Shares,US,False,True,False,False,NASDAQ
ALM,ALM,Almonty Industries Inc. - Common Shares,US,False,True,False,False,NASDAQ
ALMS,ALMS,Alumis Inc. - Common Stock,US,False,True,False,False,NASDAQ
ALMU,ALMU,"Aeluma, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ALNT,ALNT,Allient Inc. - Common Stock,US,False,True,False,False,NASDAQ
ALNY,ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ALOT,ALOT,"AstroNova, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ALOY,ALOY,REalloys Inc. - Common Stock,US,False,True,False,False,NASDAQ
ALPS,ALPS,ALPS Group Inc - Ordinary Share,US,False,True,False,False,NASDAQ
ALRM,ALRM,"Alarm.com Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ALRS,ALRS,Alerus Financial Corporation - Common Stock,US,False,True,False,False,NASDAQ
ALT,ALT,"Altimmune, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ALTI,ALTI,"AlTi Global, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
ALTO,ALTO,"Alto Ingredients, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ALTS,ALTS,ALT5 Sigma Corporation - Common Stock,US,False,True,False,False,NASDAQ
ALVO,ALVO,Alvotech - Ordinary Shares,US,False,True,False,False,NASDAQ
ALXO,ALXO,ALX Oncology Holdings Inc. - Common Stock,US,False,True,False,False,NASDAQ
ALZN,ALZN,"Alzamend Neuro, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AMAL,AMAL,Amalgamated Financial Corp. - Common Stock,US,False,True,False,False,NASDAQ
AMAT,AMAT,"Applied Materials, Inc. - Common Stock",US,False,True,True,False,NASDAQ;SP500
AMBA,AMBA,"Ambarella, Inc. - Ordinary Shares",US,False,True,False,False,NASDAQ
AMBR,AMBR,Amber International Holding Limited - American Depositary Shares,US,False,True,False,False,NASDAQ
AMCI,AMCI,AMC Robotics Corporation - Common Stock,US,False,True,False,False,NASDAQ
AMCR,AMCR,Amcor,US,False,False,True,False,SP500
AMCX,AMCX,AMC Networks Inc. - Class A Common Stock,US,False,True,False,False,NASDAQ
AMD,AMD,"Advanced Micro Devices, Inc. - Common Stock",US,False,True,True,False,NASDAQ;SP500
AME,AME,Ametek,US,False,False,True,False,SP500
AMGN,AMGN,Amgen Inc. - Common Stock,US,False,True,True,False,NASDAQ;SP500
AMIX,AMIX,"Autonomix Medical, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AMKR,AMKR,"Amkor Technology, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AMLX,AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AMOD,AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
AMP,AMP,Ameriprise Financial,US,False,False,True,False,SP500
AMPG,AMPG,"Amplitech Group, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AMPH,AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AMPL,AMPL,"Amplitude, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
AMRN,AMRN,Amarin Corporation plc - American Depositary Shares,US,False,True,False,False,NASDAQ
AMRX,AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
AMSC,AMSC,American Superconductor Corporation - Common Stock,US,False,True,False,False,NASDAQ
AMSF,AMSF,"AMERISAFE, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AMST,AMST,Amesite Inc. - Common Stock,US,False,True,False,False,NASDAQ
AMT,AMT,American Tower,US,False,False,True,False,SP500
AMTX,AMTX,"Aemetis, Inc - Common Stock",US,False,True,False,False,NASDAQ
AMWD,AMWD,American Woodmark Corporation - Common Stock,US,False,True,False,False,NASDAQ
AMZN,AMZN,"Amazon.com, Inc. - Common Stock",US,False,True,True,False,NASDAQ;SP500
ANAB,ANAB,"AnaptysBio, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ANABV,ANABV,"AnaptysBio, Inc. - Common Stock When Issued",US,False,True,False,False,NASDAQ
ANDE,ANDE,"The Andersons, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ANET,ANET,Arista Networks,US,False,False,True,False,SP500
ANGH,ANGH,Anghami Inc. - Ordinary Shares,US,False,True,False,False,NASDAQ
ANGI,ANGI,Angi Inc. - Class A Common Stock,US,False,True,False,False,NASDAQ
ANGO,ANGO,"AngioDynamics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ANIK,ANIK,Anika Therapeutics Inc. - Common Stock,US,False,True,False,False,NASDAQ
ANIP,ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ANIX,ANIX,"Anixa Biosciences, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ANL,ANL,Adlai Nortye Ltd. - American Depositary Shares,US,False,True,False,False,NASDAQ
ANNA,ANNA,"AleAnna, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
ANNX,ANNX,"Annexon, Inc. - common stock",US,False,True,False,False,NASDAQ
ANPA,ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,US,False,True,False,False,NASDAQ
ANSC,ANSC,Agriculture & Natural Solutions Acquisition Corporation - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
ANTA,ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
ANTX,ANTX,"AN2 Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ANY,ANY,Sphere 3D Corp. - Common Shares,US,False,True,False,False,NASDAQ
AON,AON,Aon plc,US,False,False,True,False,SP500
AOS,AOS,A. O. Smith,US,False,False,True,False,SP500
AOSL,AOSL,Alpha and Omega Semiconductor Limited - Common Shares,US,False,True,False,False,NASDAQ
AOUT,AOUT,"American Outdoor Brands, Inc. - Common Stock",US,False,True,False,False,NASDAQ
APA,APA,APA Corporation - Common Stock,US,False,True,True,False,NASDAQ;SP500
APAC,APAC,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
APAD,APAD,A Paradise Acquisition Corp. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
APC,APC,ARKO Petroleum Corp. - Class A Common Stock,US,False,True,False,False,NASDAQ
APD,APD,Air Products,US,False,False,True,False,SP500
APEI,APEI,"American Public Education, Inc. - Common Stock",US,False,True,False,False,NASDAQ
APGE,APGE,"Apogee Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
APH,APH,Amphenol,US,False,False,True,False,SP500
API,API,"Agora, Inc. - ADS",US,False,True,False,False,NASDAQ
APLD,APLD,Applied Digital Corporation - Common Stock,US,False,True,False,False,NASDAQ
APLM,APLM,Apollomics Inc. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
APLS,APLS,"Apellis Pharmaceuticals, Inc. - Common Stock",US,False,True,False,False,NASDAQ
APM,APM,Aptorum Group Limited - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
APO,APO,Apollo Global Management,US,False,False,True,False,SP500
APOG,APOG,"Apogee Enterprises, Inc. - Common Stock",US,False,True,False,False,NASDAQ
APP,APP,Applovin Corporation - Class A Common Stock,US,False,True,True,False,NASDAQ;SP500
APPF,APPF,"AppFolio, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
APPN,APPN,Appian Corporation - Class A Common Stock,US,False,True,False,False,NASDAQ
APPS,APPS,"Digital Turbine, Inc. - Common Stock",US,False,True,False,False,NASDAQ
APRE,APRE,"Aprea Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
APTV,APTV,Aptiv,US,False,False,True,False,SP500
APVO,APVO,Aptevo Therapeutics Inc. - Common Stock,US,False,True,False,False,NASDAQ
APWC,APWC,"Asia Pacific Wire & Cable Corporation Limited - Common shares, Par value .01 per share",US,False,True,False,False,NASDAQ
APXT,APXT,Apex Treasury Corporation - Class A Ordinary Share,US,False,True,False,False,NASDAQ
APYX,APYX,Apyx Medical Corporation - Common Stock,US,False,True,False,False,NASDAQ
AQB,AQB,"AquaBounty Technologies, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AQMS,AQMS,"Aqua Metals, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AQST,AQST,"Aquestive Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ARAI,ARAI,Arrive AI Inc. - Common Stock,US,False,True,False,False,NASDAQ
ARAY,ARAY,Accuray Incorporated - Common Stock,US,False,True,False,False,NASDAQ
ARBB,ARBB,ARB IOT Group Limited - Ordinary Shares,US,False,True,False,False,NASDAQ
ARBE,ARBE,Arbe Robotics Ltd. - Ordinary Shares,US,False,True,False,False,NASDAQ
ARBK,ARBK,Argo Blockchain plc - American Depositary Shares,US,False,True,False,False,NASDAQ
ARCB,ARCB,ArcBest Corporation - Common Stock,US,False,True,False,False,NASDAQ
ARCI,ARCI,Archimedes Tech SPAC Partners III Co. - Ordinary Share,US,False,True,False,False,NASDAQ
ARCT,ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,US,False,True,False,False,NASDAQ
ARDX,ARDX,"Ardelyx, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ARE,ARE,Alexandria Real Estate Equities,US,False,False,True,False,SP500
AREB,AREB,"American Rebel Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AREC,AREC,American Resources Corporation - Class A Common Stock,US,False,True,False,False,NASDAQ
ARES,ARES,Ares Management,US,False,False,True,False,SP500
ARGX,ARGX,argenx SE - American Depositary Shares,US,False,True,False,False,NASDAQ
ARHS,ARHS,"Arhaus, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
ARKO,ARKO,ARKO Corp. - Common Stock,US,False,True,False,False,NASDAQ
ARKR,ARKR,Ark Restaurants Corp. - Common Stock,US,False,True,False,False,NASDAQ
ARM,ARM,Arm Holdings plc - American Depositary Shares,US,False,True,False,False,NASDAQ
AROW,AROW,Arrow Financial Corporation - Common Stock,US,False,True,False,False,NASDAQ
ARQ,ARQ,"Arq, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ARQQ,ARQQ,Arqit Quantum Inc. - Ordinary Shares,US,False,True,False,False,NASDAQ
ARQT,ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",US,False,True,False,False,NASDAQ
ARRY,ARRY,"Array Technologies, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ARTC,ARTC,Art Technology Acquisition Corp. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
ARTL,ARTL,"Artelo Biosciences, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ARTNA,ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,US,False,True,False,False,NASDAQ
ARTV,ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ARTW,ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",US,False,True,False,False,NASDAQ
ARVN,ARVN,"Arvinas, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ARWR,ARWR,"Arrowhead Pharmaceuticals, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ASBP,ASBP,"Aspire Biopharma Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ASLE,ASLE,AerSale Corporation - Common Stock,US,False,True,False,False,NASDAQ
ASMB,ASMB,"Assembly Biosciences, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ASND,ASND,Ascendis Pharma A/S - American Depositary Shares,US,False,True,False,False,NASDAQ
ASO,ASO,"Academy Sports and Outdoors, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ASPC,ASPC,A SPAC III Acquisition Corp. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
ASPI,ASPI,ASP Isotopes Inc. - Common Stock,US,False,True,False,False,NASDAQ
ASPS,ASPS,Altisource Portfolio Solutions S.A. - Common Stock,US,False,True,False,False,NASDAQ
ASRT,ASRT,"Assertio Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ASRV,ASRV,AmeriServ Financial Inc. - Common Stock,US,False,True,False,False,NASDAQ
ASST,ASST,"Strive, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
ASTC,ASTC,Astrotech Corporation - Common Stock,US,False,True,False,False,NASDAQ
ASTE,ASTE,"Astec Industries, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ASTH,ASTH,Astrana Health Inc. - Common Stock,US,False,True,False,False,NASDAQ
ASTI,ASTI,"Ascent Solar Technologies, Inc - Common Stock",US,False,True,False,False,NASDAQ
ASTL,ASTL,Algoma Steel Group Inc. - Common Shares,US,False,True,False,False,NASDAQ
ASTS,ASTS,"AST SpaceMobile, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
ASUR,ASUR,Asure Software Inc - Common Stock,US,False,True,False,False,NASDAQ
ASYS,ASYS,"Amtech Systems, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ATAI,ATAI,AtaiBeckley Inc. - Common Stock,US,False,True,False,False,NASDAQ
ATAT,ATAT,Atour Lifestyle Holdings Limited - American Depositary Shares,US,False,True,False,False,NASDAQ
ATCX,ATCX,Atlas Critical Minerals Corporation - Common Stock,US,False,True,False,False,NASDAQ
ATEC,ATEC,"Alphatec Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ATER,ATER,"Aterian, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ATEX,ATEX,Anterix Inc. - Common Stock,US,False,True,False,False,NASDAQ
ATGL,ATGL,Alpha Technology Group Limited - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
ATHE,ATHE,Alterity Therapeutics Limited - American Depositary Shares,US,False,True,False,False,NASDAQ
ATHR,ATHR,"Aether Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ATII,ATII,Archimedes Tech SPAC Partners II Co. - Ordinary Shares,US,False,True,False,False,NASDAQ
ATLC,ATLC,Atlanticus Holdings Corporation - Common Stock,US,False,True,False,False,NASDAQ
ATLN,ATLN,Atlantic International Corp. - Common Stock,US,False,True,False,False,NASDAQ
ATLO,ATLO,Ames National Corporation - Common Stock,US,False,True,False,False,NASDAQ
ATLX,ATLX,Atlas Lithium Corporation - Common Stock,US,False,True,False,False,NASDAQ
ATNI,ATNI,"ATN International, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ATO,ATO,Atmos Energy,US,False,False,True,False,SP500
ATOM,ATOM,Atomera Incorporated - Common Stock,US,False,True,False,False,NASDAQ
ATON,ATON,AlphaTON Capital Corp. - Common Stock,US,False,True,False,False,NASDAQ
ATOS,ATOS,"Atossa Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ATPC,ATPC,Agape ATP Corporation - Common Stock,US,False,True,False,False,NASDAQ
ATRA,ATRA,"Atara Biotherapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ATRC,ATRC,"AtriCure, Inc. - Common Stock",US,False,True,False,False,NASDAQ
ATRO,ATRO,Astronics Corporation - Common Stock,US,False,True,False,False,NASDAQ
ATXG,ATXG,Addentax Group Corp. - Common Stock,US,False,True,False,False,NASDAQ
ATYR,ATYR,"aTyr Pharma, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AUBN,AUBN,"Auburn National Bancorporation, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AUDC,AUDC,AudioCodes Ltd. - Ordinary Shares,US,False,True,False,False,NASDAQ
AUGO,AUGO,Aura Minerals Inc. - Common Shares,US,False,True,False,False,NASDAQ
AUID,AUID,authID Inc. - Common Stock,US,False,True,False,False,NASDAQ
AUPH,AUPH,Aurinia Pharmaceuticals Inc - Common Shares,US,False,True,False,False,NASDAQ
AUR,AUR,"Aurora Innovation, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
AURA,AURA,"Aura Biosciences, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AURE,AURE,Aurelion Inc. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
AUTL,AUTL,Autolus Therapeutics plc - American Depositary Shares,US,False,True,False,False,NASDAQ
AUUD,AUUD,Auddia Inc. - Common Stock,US,False,True,False,False,NASDAQ
AVAH,AVAH,Aveanna Healthcare Holdings Inc. - Common Stock,US,False,True,False,False,NASDAQ
AVAV,AVAV,"AeroVironment, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AVB,AVB,AvalonBay Communities,US,False,False,True,False,SP500
AVBH,AVBH,"Avidbank Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AVBP,AVBP,"ArriVent BioPharma, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AVGO,AVGO,Broadcom Inc. - Common Stock,US,False,True,True,False,NASDAQ;SP500
AVIR,AVIR,"Atea Pharmaceuticals, Inc. - common stock",US,False,True,False,False,NASDAQ
AVNW,AVNW,"Aviat Networks, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AVO,AVO,"Mission Produce, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AVPT,AVPT,"AvePoint, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
AVR,AVR,Anteris Technologies Global Corp. - Common Stock,US,False,True,False,False,NASDAQ
AVT,AVT,"Avnet, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AVTX,AVTX,"Avalo Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AVX,AVX,Avax One Technology Ltd. - Common Shares,US,False,True,False,False,NASDAQ
AVXL,AVXL,Anavex Life Sciences Corp. - Common Stock,US,False,True,False,False,NASDAQ
AVY,AVY,Avery Dennison,US,False,False,True,False,SP500
AWK,AWK,American Water Works,US,False,False,True,False,SP500
AWRE,AWRE,"Aware, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AXG,AXG,Solowin Holdings - Class A Ordinary Share,US,False,True,False,False,NASDAQ
AXGN,AXGN,"Axogen, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AXIN,AXIN,Axiom Intelligence Acquisition Corp 1 - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
AXON,AXON,"Axon Enterprise, Inc. - Common Stock",US,False,True,True,False,NASDAQ;SP500
AXP,AXP,American Express,US,False,False,True,False,SP500
AXSM,AXSM,"Axsome Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AXTI,AXTI,AXT Inc - Common Stock,US,False,True,False,False,NASDAQ
AYTU,AYTU,"Aytu BioPharma, Inc. - Common Stock",US,False,True,False,False,NASDAQ
AZ,AZ,A2Z Cust2Mate Solutions Corp. - Common Shares,US,False,True,False,False,NASDAQ
AZI,AZI,Autozi Internet Technology (Global) Ltd. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
AZO,AZO,AutoZone,US,False,False,True,False,SP500
AZTA,AZTA,"Azenta, Inc. - Common Stock",US,False,True,False,False,NASDAQ
BA,BA,Boeing,US,False,False,True,False,SP500
BAC,BAC,Bank of America,US,False,False,True,False,SP500
BACC,BACC,Blue Acquisition Corp. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
BAER,BAER,"Bridger Aerospace Group Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
BAFN,BAFN,BayFirst Financial Corp. - Common Stock,US,False,True,False,False,NASDAQ
BALL,BALL,Ball Corporation,US,False,False,True,False,SP500
BAND,BAND,Bandwidth Inc. - Class A Common Stock,US,False,True,False,False,NASDAQ
BANF,BANF,BancFirst Corporation - Common Stock,US,False,True,False,False,NASDAQ
BANL,BANL,CBL International Limited - Class B Ordinary Shares,US,False,True,False,False,NASDAQ
BANR,BANR,Banner Corporation - Common Stock,US,False,True,False,False,NASDAQ
BAOS,BAOS,Baosheng Media Group Holdings Limited - Ordinary shares,US,False,True,False,False,NASDAQ
BATRA,BATRA,"Atlanta Braves Holdings, Inc. - Series A Common Stock",US,False,True,False,False,NASDAQ
BATRK,BATRK,"Atlanta Braves Holdings, Inc. - Series C Common Stock",US,False,True,False,False,NASDAQ
BAX,BAX,Baxter International,US,False,False,True,False,SP500
BAYA,BAYA,Bayview Acquisition Corp - Ordinary Share,US,False,True,False,False,NASDAQ
BBCP,BBCP,"Concrete Pumping Holdings, Inc. - Common Stock",US,False,True,False,False,NASDAQ
BBCQ,BBCQ,Bleichroeder Acquisition Corp. II - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
BBGI,BBGI,"Beasley Broadcast Group, Inc. - Class A Common Stock",US,False,True,False,False,NASDAQ
BBIO,BBIO,"BridgeBio Pharma, Inc. - Common Stock",US,False,True,False,False,NASDAQ
BBLG,BBLG,Bone Biologics Corp - Common Stock,US,False,True,False,False,NASDAQ
BBNX,BBNX,"Beta Bionics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
BBOT,BBOT,"BridgeBio Oncology Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
BBSI,BBSI,"Barrett Business Services, Inc. - Common Stock",US,False,True,False,False,NASDAQ
BBY,BBY,Best Buy,US,False,False,True,False,SP500
BCAB,BCAB,"BioAtla, Inc. - Common Stock",US,False,True,False,False,NASDAQ
BCAL,BCAL,California BanCorp - Common Stock,US,False,True,False,False,NASDAQ
BCAR,BCAR,D. Boral ARC Acquisition I Corp. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
BCAX,BCAX,Bicara Therapeutics Inc. - Common Stock,US,False,True,False,False,NASDAQ
BCBP,BCBP,"BCB Bancorp, Inc. (NJ) - Common Stock",US,False,True,False,False,NASDAQ
BCDA,BCDA,"BioCardia, Inc. - Common Stock",US,False,True,False,False,NASDAQ
BCG,BCG,"Binah Capital Group, Inc. - Common Stock",US,False,True,False,False,NASDAQ
BCML,BCML,BayCom Corp - Common Stock,US,False,True,False,False,NASDAQ
BCPC,BCPC,Balchem Corporation - Common Stock,US,False,True,False,False,NASDAQ
BCRX,BCRX,"BioCryst Pharmaceuticals, Inc. - Common Stock",US,False,True,False,False,NASDAQ
BCTX,BCTX,BriaCell Therapeutics Corp. - Common Shares,US,False,True,False,False,NASDAQ
BCYC,BCYC,Bicycle Therapeutics plc - American Depositary Shares,US,False,True,False,False,NASDAQ
BDCI,BDCI,BTC Development Corp. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
BDMD,BDMD,Baird Medical Investment Holdings Ltd - Ordinary Share,US,False,True,False,False,NASDAQ
BDRX,BDRX,Biodexa Pharmaceuticals plc - American Depositary Shares,US,False,True,False,False,NASDAQ
BDSX,BDSX,"Biodesix, Inc. - Common Stock",US,False,True,False,False,NASDAQ
BDTX,BDTX,"Black Diamond Therapeutics, Inc. - Common Stock",US,False,True,False,False,NASDAQ
BDX,BDX,Becton Dickinson,US,False,False,True,False,SP500
BEAG,BEAG,Bold Eagle Acquisition Corp. - Class A Ordinary Shares,US,False,True,False,False,NASDAQ
BEAM,BEAM,Beam Therapeutics Inc. - Common Stock,US,False,True,False,False,NASDAQ
BEAT,BEAT,"Heartbeam, Inc. - Common Stock",US,False,True,False,False,NASDAQ
BEEM,BEEM,Beam Global - Common Stock,US,False,True,False,False,NASDAQ
BEEP,BEEP,Mobile Infrastructure Corporation - Common Stock,US,False,True,False,False,NASDAQ
BELFA,BELFA,Bel Fuse Inc. - Class A Common Stock,US,False,True,False,False,NASDAQ
