quote_symbol,display_name_quote,last,change,change_percent,volume,open,high,low,prev_close,currency,exchange_name,exchange_code,market_state,market_time
FBN,,10.41644,-0.08881099999999975,-0.8453962689706296,,,,,10.505251,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FBV,,7.254046,-0.021295000000000286,-0.2927010568989177,,,,,7.275341,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FBZ,,4.104356,0.017977000000000132,0.4399249310942556,,,,,4.086379,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FCK,,1.927706,-0.003475000000000117,-0.1799417040660672,,,,,1.931181,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FCS,,2.037393,0.0046279999999998545,0.22767019306215203,,,,,2.032765,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FD1,,1.812298,-0.0022580000000000933,-0.12443815456784431,,,,,1.814556,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FDE,,44.881469,0.012501000000000317,0.027861126647709653,,,,,44.868968,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FDG,,2.651477,0.001914999999999889,0.07227609695488874,,,,,2.649562,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FDO,,57.17706,0.008079999999999643,0.014133538852712858,,,,,57.16898,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FDV,,5.206905,-0.008899999999999686,-0.1706352135480465,,,,,5.215805,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FDY,,45.008266,0.015304000000000428,0.03401420871113226,,,,,44.992962,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FDZ,,0.298177,0.003047000000000022,1.0324263883712337,,,,,0.29513,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FFD,,0.045079,8.000000000000368e-05,0.17778172848286336,,,,,0.044999,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FFF,,62.458393,0.010308000000001982,0.01650651096827386,,,,,62.448085,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FFH,,7.893535,0.010557000000000372,0.13392146977957278,,,,,7.882978,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FFO,,58.007866,0.008071999999998525,0.013917290809685505,,,,,57.999794,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FFP,,7.376359,-0.010418000000000482,-0.14103579951040193,,,,,7.386777,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FGA,,573.339192,0.10808400000007623,0.01885522235127481,,,,,573.231108,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FGS,,694.63246,8.713343000000009,1.2703163950451621,,,,,685.919117,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FHI,,1.463971,-0.009153000000000189,-0.6213326237302622,,,,,1.473124,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FHP,,2.988516,0.006500000000000394,0.21797334420742193,,,,,2.982016,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FHZ,,62.541135,-0.12201400000000007,-0.194714121372994,,,,,62.663149,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FI3,,735.100711,-2.391617999999994,-0.324290559502212,,,,,737.492329,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FI5,,654.411107,1.3083149999999932,0.20032298376700144,,,,,653.102792,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FIB,,0.517493,-0.0031919999999999726,-0.6130385933913927,,,,,0.520685,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FID,,1.004632,-0.002031000000000116,-0.2017557017591901,,,,,1.006663,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FIL,,0.327686,0.0006099999999999994,0.18650099671024456,,,,,0.327076,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FIT,,0.218382,-0.0029949999999999977,-1.3528957389430691,,,,,0.221377,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FJB,,6.359063,0.02814899999999998,0.44462774253448994,,,,,6.330914,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FJC,,55.457747,0.01809300000000036,0.0326354850627321,,,,,55.439654,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FJM,,53.505262,0.01263399999999848,0.02361820772761151,,,,,53.492628,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FJN,,53.311115,0.01261000000000223,0.023659200197082883,,,,,53.298505,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FJZ,,61.662415,0.008344000000001017,0.013533575098392153,,,,,61.654071,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FKE,,55.912528,-0.06973399999999685,-0.1245644557913663,,,,,55.982262,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FKH,,45.398408,0.013817000000003077,0.030444253645478654,,,,,45.384591,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FKV,,45.022433,0.002141000000001725,0.004755633304203636,,,,,45.020292,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FLS,,57.941461,-0.1642140000000012,-0.2826126707933454,,,,,58.105675,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FLY,,1.652713,-0.021473999999999993,-1.282652415769564,,,,,1.674187,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FMG,,3.799102,-0.03447000000000022,-0.8991614087331663,,,,,3.833572,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FMS,,53.660611,0.019063000000002717,0.03553775144595513,,,,,53.641548,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FMV,,1.254412,0.0026559999999999917,0.21218192682918965,,,,,1.251756,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FNE,,2.728848,0.000592000000000148,0.021698843510291846,,,,,2.728256,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FNN,,0.0,,,,,,,0.0,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FNO,,0.191129,2.6999999999999247e-05,0.014128580548607156,,,,,0.191102,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FNT,,1.99591,-0.001890999999999865,-0.09465407215232473,,,,,1.997801,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FP4,,1.26598,-0.016647999999999996,-1.297960125617092,,,,,1.282628,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FPE,,70.985158,-0.02592599999999834,-0.03650979331620728,,,,,71.011084,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FPG,,2.491586,-0.019103000000000314,-0.7608668377485348,,,,,2.510689,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FPH,,33.90611,-0.044632000000000005,-0.13146104435655637,,,,,33.950742,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FPI,,2.334482,0.00494899999999987,0.21244601385770756,,,,,2.329533,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FPK,,0.087425,0.00010500000000000786,0.12024736601008688,,,,,0.08732,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FPR,,11.181602,-0.05095200000000055,-0.45361010505714505,,,,,11.232554,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FPZ,,64.003752,0.01587400000000372,0.02480782375687426,,,,,63.987878,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FR1,,1.547563,0.05581499999999995,3.741583699123441,,,,,1.491748,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FRA,,32.481929,-0.07283199999999823,-0.22372150113465195,,,,,32.554761,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FRC,,1.696157,0.0024839999999999307,0.14666349407470808,,,,,1.693673,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FRZ,,15.496518,-0.04268500000000053,-0.2746923378245366,,,,,15.539203,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FS1,,1.706712,0.010297,0.6069859085188472,,,,,1.696415,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FS2,,2.056528,-0.03678399999999993,-1.7572153601565332,,,,,2.093312,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FS3,,1.959479,0.02127100000000004,1.0974570324753607,,,,,1.938208,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FS4,,9.454493,-0.3242760000000011,-3.3161229189481936,,,,,9.778769,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FS5,,2.515006,0.004681000000000157,0.18646987939809218,,,,,2.510325,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FS6,,1.586698,-0.007166000000000006,-0.4495992129817855,,,,,1.593864,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FSF,,6.086852,0.01316400000000062,0.21673816633321663,,,,,6.073688,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FSG,,3.73655,-0.00828899999999999,-0.22134462923506168,,,,,3.744839,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FSH,,4.071074,0.017869000000000135,0.4408609976549455,,,,,4.053205,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FSK,,5.400244,0.009555999999999898,0.17726865290664007,,,,,5.390688,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FSM,,8.049756,0.09430200000000077,1.1853754669438197,,,,,7.955454,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FSP,,37.18345,-0.011105000000000587,-0.029856520665459196,,,,,37.194555,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FSR,,44.832408,-0.05585599999999857,-0.12443341538001687,,,,,44.888264,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FSU,,1.334841,-0.003130999999999995,-0.2340108761618326,,,,,1.337972,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FSV,,52.813172,-0.06252099999999672,-0.11824147628664976,,,,,52.875693,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FTL,,1.350623,0.00278199999999984,0.20640416785064705,,,,,1.347841,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FTM,,52.170927,0.01518199999999581,0.029108969683005793,,,,,52.155745,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FUA,,5.339119,-0.007614000000000232,-0.14240471704871424,,,,,5.346733,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FUB,,0.708019,-0.0007210000000000827,-0.1017298304032625,,,,,0.70874,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FUM,,58.71483,-0.04552799999999735,-0.07748080772414176,,,,,58.760358,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FUN,,1.472274,-0.00020599999999992846,-0.013990003259801726,,,,,1.47248,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FUP,,102.864468,-0.08634200000000192,-0.08386723717861172,,,,,102.95081,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FUS,,4186.007143,4.874084999999468,0.11657330518754008,,,,,4181.133058,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FVL,,4.357874,0.009377999999999886,0.21566077098840347,,,,,4.348496,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FYA,,0.054697,-0.00012099999999999611,-0.22073041701630142,,,,,0.054818,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FYB,,93.591116,-0.034442999999996005,-0.036788031353699055,,,,,93.625559,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FYD,,11.951346,-0.10251100000000157,-0.8504414810960639,,,,,12.053857,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FYF,,0.099707,-0.0002829999999999916,-0.28302830283027464,,,,,0.09999,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FYG,,15.578708,0.0018200000000003769,0.011683976927871452,,,,,15.576888,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FYH,,82.458482,-0.22732499999999334,-0.27492626394756403,,,,,82.685807,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FYI,,9.098046,-0.14242299999999908,-1.5412962264144718,,,,,9.240469,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FYM,,0.409908,-0.00022700000000003273,-0.05534762943909511,,,,,0.410135,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FYO,,1.047409,0.0021809999999999885,0.20866260758418148,,,,,1.045228,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FYT,,0.32511,0.00048599999999998644,0.14971166642022352,,,,,0.324624,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FYZ,,6.169832,-0.007061999999999458,-0.11432930531104236,,,,,6.176894,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FZJ,,5.230855,-0.0024839999999999307,-0.04746491675773212,,,,,5.233339,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
FZP,,6.026446,0.0029680000000000817,0.04927385806007894,,,,,6.023478,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GA1,,1.814745,-0.0005299999999999194,-0.029196678189250633,,,,,1.815275,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GAC,,70.929682,-0.05558200000000113,-0.07830075830950088,,,,,70.985264,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GAE,,0.457686,-0.0003470000000000417,-0.07575873354104218,,,,,0.458033,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GAF,,1.73347,-0.011040999999999856,-0.6328994199520586,,,,,1.744511,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GAG,,16.737587,0.005949000000001092,0.03555539511434023,,,,,16.731638,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GAH,,11.548875,0.014482000000000994,0.12555493817490868,,,,,11.534393,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GAJ,,59.100404,-0.0597800000000035,-0.10104769112956698,,,,,59.160184,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GAL,,362.705632,0.6253130000000056,0.17270007984057414,,,,,362.080319,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GAN,,9.272624,-0.08829300000000018,-0.9432088757971059,,,,,9.360917,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GAS,,0.295441,-8.399999999997299e-05,-0.02842399120208882,,,,,0.295525,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GAU,,61.270414,0.013719999999999288,0.02239755217609244,,,,,61.256694,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GAV,,57.636355,-0.10244900000000001,-0.17743526519877345,,,,,57.738804,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GBC,,0.275822,-0.0010390000000000121,-0.3752785693904205,,,,,0.276861,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GBG,,0.501522,0.0017540000000000333,0.3509628467609037,,,,,0.499768,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GBH,,4.199244,-0.028669999999999973,-0.6781121848741477,,,,,4.227914,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GBJ,,1.571829,-0.019189000000000123,-1.206083149279274,,,,,1.591018,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GBL,,0.767678,0.001607000000000025,0.2097716791263506,,,,,0.766071,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GBN,,6.06584,0.012745999999999924,0.21056999940856566,,,,,6.053094,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GBP,,66.712593,-0.17394799999999577,-0.26006427810341665,,,,,66.886541,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GBV,,11.424555,0.042647000000000546,0.374691132629086,,,,,11.381908,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GBZ,,3.411651,0.010804999999999954,0.31771506266381816,,,,,3.400846,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GCA,,67.163785,-0.13713899999999057,-0.20376986206012654,,,,,67.300924,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GCC,,5.341942,-0.06515199999999943,-1.204935590170976,,,,,5.407094,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GCD,,3.206748,-0.15954299999999977,-4.739429835388556,,,,,3.366291,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GCI,,60.000567,0.02394699999999972,0.03992722497533159,,,,,59.97662,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GCZ,,57.400338,0.007134999999998115,0.012431785694201654,,,,,57.393203,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GDJ,,56.996829,0.0340269999999947,0.05973547438904901,,,,,56.962802,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GDP,,61.891388,0.010042999999996027,0.016229446855099913,,,,,61.881345,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GEC,,71.126589,-0.06107599999999991,-0.08579576251026061,,,,,71.187665,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GEI,,110.559216,-3.797528,-3.3207731063066985,,,,,114.356744,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GEZ,,56.27068,0.029007000000000005,0.05157563502778447,,,,,56.241673,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GFB,,65.108523,-0.05254699999998991,-0.08064170830833488,,,,,65.16107,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GFD,,64.811912,-0.07026699999998698,-0.10829938371827337,,,,,64.882179,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GFI,,49.714387,0.001127000000003875,0.0022670007961736465,,,,,49.71326,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GFL,,10.612316,0.01996199999999959,0.18845669244059998,,,,,10.592354,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GFN,,74.04877,-0.09443399999999258,-0.12736703420584924,,,,,74.143204,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GFY,,64.459563,-0.027946000000000026,-0.04333552409351092,,,,,64.487509,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GGA,,62.524084,-0.001211999999995328,-0.0019384154534755468,,,,,62.525296,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GGC,,5.171244,-0.02014600000000044,-0.3880656240428949,,,,,5.19139,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GGD,,61.174344,-0.0035120000000006257,-0.0057406392273711354,,,,,61.177856,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GGK,,14.217943,-0.08326800000000034,-0.5822443987435773,,,,,14.301211,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GGM,,7.454236,0.01606299999999994,0.21595356816788125,,,,,7.438173,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GGN,,63.800678,1.9999999999242846e-05,3.134763907802149e-05,,,,,63.800658,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GGP,,26.316306,-0.033981000000000705,-0.12895874720453976,,,,,26.350287,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GGR,,63.215682,0.00646199999999908,0.010223192122919852,,,,,63.20922,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GHS,,39.895933,-0.22414599999999751,-0.5586878330922468,,,,,40.120079,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GID,,1.661247,-0.006525000000000114,-0.3912405292809877,,,,,1.667772,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GIE,,3.66114,-0.013519000000000059,-0.3678980825159575,,,,,3.674659,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GIH,,2.463683,-0.0016140000000000043,-0.06546878530254181,,,,,2.465297,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GJA,,61.334885,0.001277000000001749,0.00208205589340472,,,,,61.333608,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GJB,,10.088586,-0.03207599999999999,-0.31693578937820466,,,,,10.120662,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GJD,,59.099932,0.01795500000000061,0.03038997831775434,,,,,59.081977,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GJE,,58.949357,-0.08497799999999955,-0.14394673879192432,,,,,59.034335,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GJF,,59.667951,-0.06315899999999885,-0.10573886874025755,,,,,59.73111,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GJH,,3.467788,0.007338000000000289,0.21205334566314465,,,,,3.46045,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GJM,,39.329264,-0.2838390000000004,-0.7165280639590399,,,,,39.613103,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GJO,,55.645028,-0.04726399999999842,-0.08486632225514873,,,,,55.692292,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GKE,,0.0,,,,,,,0.0,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GKF,,4.798298,-0.016147000000000133,-0.3353865294961337,,,,,4.814445,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GKG,,1.378396,0.0005690000000000417,0.041296911731301664,,,,,1.377827,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GKH,,3.960324,0.008868999999999794,0.22444896879756426,,,,,3.951455,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GKK,,61.079243,-0.028058999999998946,-0.04591758935781349,,,,,61.107302,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GKL,,15.195382,-0.05363099999999932,-0.35170145110374895,,,,,15.249013,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GKM,,45.183105,0.01301600000000036,0.028815528789417177,,,,,45.170089,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GKO,,0.0,,,,,,,0.0,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GKV,,7.618545,-0.0022169999999999135,-0.029091579031072137,,,,,7.620762,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GL1,,1436.341996,-5.217412999999851,-0.361928406656451,,,,,1441.559409,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GLC,,4.261896,-0.01345599999999969,-0.3147343189519761,,,,,4.275352,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GLG,,8.214499,-0.04857900000000015,-0.5879044104388238,,,,,8.263078,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GLM,,0.518843,0.0018500000000000183,0.3578385007147134,,,,,0.516993,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GLP,,62.989086,0.02333099999999888,0.037053474543422664,,,,,62.965755,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GLS,,0.151421,0.00028400000000000647,0.1879089832403756,,,,,0.151137,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GLV,,8.281966,-0.024630000000000152,-0.2965113507386197,,,,,8.306596,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GMA,,1.935988,0.0005610000000000337,0.02898585170094422,,,,,1.935427,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GMC,,9.041844,-0.023476000000000496,-0.2589649344976294,,,,,9.06532,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GMD,,2.553803,-0.001556000000000335,-0.06089163988309802,,,,,2.555359,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GME,,26.369529,-0.03486300000000142,-0.13203485238365428,,,,,26.404392,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GMI,,1.57222,-0.03076600000000007,-1.9192931192162672,,,,,1.602986,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GMM,,44.910527,0.015343999999998914,0.03417738602379438,,,,,44.895183,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GMN,,1.204282,0.002511000000000152,0.2089416369674549,,,,,1.201771,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GMO,,2.919618,-0.0580210000000001,-1.9485572294022244,,,,,2.977639,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GMP,,58.211243,-0.10110399999999942,-0.1733835203031691,,,,,58.312347,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GMR,,1.360066,-0.01833499999999999,-1.3301644441639255,,,,,1.378401,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GMV,,0.0,,,,,,,0.0,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GMZ,,12.825079,-0.17779399999999868,-1.3673439708285906,,,,,13.002873,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GNH,,1.475778,-0.008005999999999958,-0.5395664058919599,,,,,1.483784,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
GNK,,64.185522,-0.014216999999987934,-0.02214494984159972,,,,,64.199739,TRY,TEFAS,TEFAS,CLOSED,2026-04-24T00:00:00+00:00
